Odorscenes,activ 0,activ 1,activ 2,activ 3,activ 4,activ 5,activ 6,activ 7,activ 8,activ 9,activ 10,activ 11,activ 12,activ 13,activ 14,activ 15,activ 16,activ 17,activ 18,activ 19,activ 20,activ 21,activ 22,activ 23,activ 24,activ 25,activ 26,activ 27,activ 28,activ 29,occ 0,occ 1,occ 2,occ 3,occ 4,occ 5,occ 6,occ 7,occ 8,occ 9,occ 10,occ 11,occ 12,occ 13,occ 14,occ 15,occ 16,occ 17,occ 18,occ 19,occ 20,occ 21,occ 22,occ 23,occ 24,occ 25,occ 26,occ 27,occ 28,occ 29,odoAmt 0,odoAmt 1,odoAmt 2,odoAmt 3,odoAmt 4,odoAmt 5,odoAmt 6,odoAmt 7,odoAmt 8,odoAmt 9,odoAmt 10,odoAmt 11,odoAmt 12,odoAmt 13,odoAmt 14,odoAmt 15,odoAmt 16,odoAmt 17,odoAmt 18,odoAmt 19,odoAmt 20,odoAmt 21,odoAmt 22,odoAmt 23,odoAmt 24,odoAmt 25,odoAmt 26,odoAmt 27,odoAmt 28,odoAmt 29
Odorscene11,1.221298568354112e-13,3.2010885055150705e-15,6.47488825144561e-11,3.8122195067000537e-13,1.0648208728564483e-22,3.516486201344458e-17,2.4362322426336963e-15,6.6004661879092865e-06,0.014622797024846831,2.13055536205555e-14,3.1578279923445746e-13,4.672777659751019e-13,2.3437141637797392e-09,3.4853604541351266e-12,9.878578742520751e-08,1.7674161896829257e-13,4.4607744072686394e-15,1.9521805194656882e-07,4.715405398417033e-22,7.523260802955036e-15,9.703010050951197e-14,2.064936180129146e-09,1.4288652274272064e-09,1.488510915992857e-10,5.5757309073260905e-16,8.888988458640763e-12,8.80740753010997e-14,2.587771664482088e-08,0.0022638239467402204,1.4421198343290595e-11,3.0471962676670774e-09,3.0010277786540485e-09,4.446346488419301e-09,3.012902904087633e-09,3.0000027590588433e-09,3.000020604624001e-09,3.020563885825695e-09,1.377392562895749e-05,0.017451547242632627,3.0035768679833233e-09,3.130169403691684e-09,3.083780366059573e-09,2.948276576047704e-08,3.0549402532291178e-09,2.6343516432175003e-07,3.016790028483644e-09,3.015294858098312e-09,7.539115505197072e-07,2.9999999910104765e-09,3.0000614582716967e-09,3.0121760990563654e-09,3.9892337292193844e-08,1.2254904919639507e-08,4.058499643326143e-09,3.0011461712573334e-09,3.9954160350214695e-09,3.044918535024548e-09,2.227916183651706e-07,0.004005621836449097,4.176764856255389e-09,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Odorscene12,2.0819111601402215e-17,1.1043960878576601e-13,4.251501504646107e-08,3.7245741770214646e-11,3.101660072508208e-11,0.001021090503330219,0.04532957987088857,2.609397286925427e-11,2.4884875114425973e-05,4.5999318014950867e-17,3.6467782654046585e-08,4.5675456710712235e-12,1.1090073821365835e-09,3.73533371409528e-10,1.2845077718163513e-12,1.580779138226322e-14,1.2206504585390416e-07,5.402894553742012e-13,3.410078829122595e-13,6.8912584204183404e-09,3.4233482991088577e-09,1.0090259528389735e-07,3.0125773172220845e-11,6.066502171768473e-06,2.958670453910186e-13,0.0003682827443644718,7.980190447336045e-09,0.022987601400973653,4.50931708977586e-13,4.820811670714918e-17,3.500492416051918e-09,3.593072237585583e-09,2.841832820554755e-07,4.5237482886744164e-09,3.803689411613206e-09,0.0017001260130476534,0.05310823513876988,3.770452876198805e-09,4.764521891205995e-05,3.5001980782022752e-09,2.91334095009655e-07,3.5658065410643656e-09,1.1933547027184203e-08,6.0616370377415374e-09,3.585221487493437e-09,3.502536650559559e-09,5.126420224751449e-07,3.506967781941028e-09,3.6354917588350023e-09,4.163474707466308e-08,3.237310956084199e-08,3.439638090615225e-07,4.623552925190681e-09,1.611503624386338e-05,3.5215775499133667e-09,0.000622059754915625,5.7303082403071567e-08,0.03217818833009283,3.5189274860877978e-09,3.5005357807897683e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Odorscene13,1.0324622268497267e-13,3.29940205684316e-10,2.0991997532186126e-09,4.552711228029356e-12,8.287289493619783e-19,1.1227426315264216e-13,2.0715955420555152e-17,3.6432130716792195e-20,5.026459168427264e-12,1.3484669308043011e-08,4.0986110934115276e-10,4.4565365537860025e-20,5.698922715236248e-07,4.419947297439799e-19,1.6159391034318224e-15,8.184317782079269e-09,4.6692080954596686e-14,6.906803063526488e-14,2.901471571827526e-19,4.942096840876024e-05,2.666946996356304e-20,2.405476536957691e-13,3.237413401326768e-11,2.1919173739707326e-20,2.250825427503629e-12,0.4999999802120659,4.3880600647844425e-09,1.3701293156953467e-15,1.9645735839493742e-25,0.17970228704357563,4.0036045425181624e-09,6.410208683147886e-09,3.5482096493027654e-08,4.216823826944415e-09,4.000188637856471e-09,4.001512608440849e-09,4.000019778687428e-09,4.000208791943645e-09,7.065587952313563e-09,7.232768186982826e-08,1.1866354161792825e-06,3.999999984497496e-09,1.4359793529512603e-06,4.000318393025917e-09,4.000413971200985e-09,4.411240673074616e-08,2.3367836463741127e-08,4.1850880310614756e-09,4.000001401859234e-09,8.688100260648042e-05,4.139951550375669e-09,4.010860298107116e-09,5.9768435893843546e-09,4.001905999758914e-09,4.789346857915278e-09,0.5000000222602086,5.428645424251564e-08,4.000023890121654e-09,4.0010341827264495e-09,0.19380549146224021,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Odorscene14,2.950353082592932e-47,7.936330134522975e-54,5.50438719521306e-18,1.04919682780338e-51,3.7641539911807696e-22,8.633502000182448e-42,9.681710454540039e-73,7.0490223175239405e-71,1.4457693732612207e-18,9.734951811608247e-15,4.995977199468437e-24,3.785584727220057e-45,1.2029977069948257e-08,5.374400614424466e-05,1.8298422476683703e-41,3.3814382734876224e-82,1.2529516947452153e-17,8.896489100453614e-12,5.797905186091183e-15,1.1393882609826914e-25,2.7916795249220272e-34,2.9608102997839124e-41,5.7092487766189495e-40,1.6950306135458143e-71,2.493410831145228e-32,5.5232688537768314e-18,9.204274008887163e-47,6.107774909231621e-36,2.1509139336709524e-31,4.339829522309069e-16,4.505132219584767e-09,4.502772593301277e-09,1.996204996706514e-07,4.4999999817826355e-09,4.5070331650490045e-09,4.500013639576115e-09,4.499999987450902e-09,4.4999999960040035e-09,6.22839268528164e-05,4.501070285735028e-09,1.0207199680083074e-07,4.509587342485426e-09,0.008332081687310039,0.0009859075730256949,4.5050021340837334e-09,4.524540812417838e-09,2.1895398072034027e-06,0.0038968049280357297,4.734123021743643e-09,4.501695249880378e-09,4.500280178501966e-09,4.933937427755542e-09,4.502058825976722e-09,4.500021890201547e-09,4.554492529611606e-09,4.500063348282351e-09,4.588778167055739e-09,4.500143448572183e-09,6.439155654353842e-08,4.524552618962259e-09,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0
Odorscene15,1.4148845318065627e-15,1.6839293508791556e-37,5.5530362652407635e-33,1.2335456754642024e-36,0.1590445751177132,1.0914198382185074e-27,2.320406802598063e-35,5.83250723103347e-132,1.2631280690939578e-45,9.405782484847657e-10,3.457494920944291e-23,5.4443262654501554e-21,4.398436808044133e-07,3.630380361334442e-44,2.867515196273583e-11,1.356670473642624e-50,2.240605457961512e-12,3.2511569446055923e-44,4.671079318813781e-83,6.672370803247349e-08,9.010648778237255e-28,1.525852008357584e-18,6.743163654343352e-14,1.5519497892691205e-43,1.7534664700293785e-15,1.6195566817723076e-60,8.687636855142902e-47,2.3660181373369125e-27,7.429643688666205e-45,4.05618838474798e-60,5.015224597719875e-09,5.0000003732544965e-09,5.012275228274081e-09,5.3577170117457685e-09,0.21490949920991187,5.000004988066482e-09,6.855337017279758e-08,5.000136059418849e-09,5.00000070397617e-09,7.091543764673845e-07,5.002690111832352e-09,5.552375476666679e-09,3.849596243977658e-06,5.164303080124091e-09,2.8318303287146083e-06,5.002087230940356e-09,5.042637688479138e-09,5.000464425082808e-09,5.0253644942027914e-09,0.008949486313177563,1.4407106879738842e-05,5.002499323337692e-09,5.545912128536051e-08,5.0051231287960525e-09,5.00143178509342e-09,5.469186765365174e-09,6.170256906457049e-08,5.048750566155833e-09,5.00000125787524e-09,5.001060070332335e-09,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,1.0
Odorscene16,1.2633773156399405e-13,5.315302209205779e-07,3.072218593320331e-13,1.6604715372443728e-22,1.9832240597265854e-35,3.1363807457517534e-56,3.2502143299290225e-13,1.8734547355303278e-54,3.8052260536314126e-24,8.07890187473066e-21,1.1966890824617531e-06,5.85098595012208e-48,1.07200519697818e-25,3.809563702477938e-21,3.149343157005772e-11,4.108533560939363e-11,1.5056963348016962e-17,2.1603140790877533e-28,2.545494065311662e-16,4.933032410387643e-11,6.0964998507447e-28,1.0134951264257028e-19,7.510585975728901e-16,1.1959940120050113e-15,2.408818209064647e-19,4.723204754128149e-28,8.996487899197781e-16,4.171479447725215e-16,3.505015940499376e-10,5.792336931836596e-05,6.077004865625033e-09,1.0682953399461275e-06,6.006958324579814e-09,3.213534626928547e-08,6.026565505286089e-09,5.999999981051562e-09,6.000470847197328e-09,6.00000369173573e-09,6.002492153409588e-09,6.012202163118525e-09,3.9007068065917585e-06,6.0716826376327e-09,6.140577085549642e-09,6.001872018757066e-09,0.008182843566949803,0.0014206827235484615,6.002674206486502e-09,6.00361769030779e-09,5.999999964139343e-09,6.4150579616621e-09,6.447042149247433e-08,6.04039358392643e-09,6.00322797964155e-09,6.022314009837594e-09,6.000580098532345e-09,3.38566558542303e-06,6.060354422575196e-09,6.113602469356537e-09,9.686034250074125e-09,0.001818792838543865,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
Odorscene17,1.6772377208913e-13,8.982672215731938e-11,0.49999999799600936,8.265182092678989e-13,1.6007292051066438e-08,2.309654591655347e-16,8.468874339738077e-12,1.7068698067858136e-12,2.6018619213644384e-15,6.911830014937225e-08,4.952269341007732e-07,1.8891571347983097e-11,0.23468276297711352,5.814860976568069e-12,2.9820319791650603e-13,2.8073571373859283e-11,1.4800590434076372e-10,6.3500137736442196e-12,7.959736010022013e-05,1.6693388565623618e-11,2.2796955899780917e-12,1.1057364069242905e-08,7.9911607580325e-12,7.958824504537941e-13,7.600816556522484e-13,3.645506015622597e-12,5.5341820396586346e-09,0.006670329878112305,6.78989719884111e-11,1.9220204289718385e-11,7.000104351119476e-09,7.423093154603049e-09,0.5000000027887506,7.000496014652811e-09,4.439234740433336e-08,6.999999951003081e-09,7.020730969421102e-09,7.00060100348898e-09,7.000000402229733e-09,1.6922215488922345e-07,8.037756732776742e-07,7.019031763394287e-09,0.2427755460227871,7.015902472733466e-09,7.000003813283893e-09,7.132760918257446e-09,7.537578741857945e-09,7.00293683279899e-09,0.00010316055532671145,7.032149426254433e-09,7.001199699147281e-09,3.2124030095214954e-08,7.0098966504731305e-09,7.000416894355842e-09,7.0000386424856015e-09,7.002262180750257e-09,1.8097967841437005e-08,0.007279094850644991,7.100780170667709e-09,7.070391534627715e-09,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0
Odorscene18,0.00018456471589371057,6.831723833153089e-12,8.761913690243796e-12,5.3212630758483537e-11,6.671881213804515e-12,0.0010200167745558868,1.063830227783141e-11,4.89813938936886e-12,1.978174560200267e-06,1.4282812324433413e-12,3.152033337323433e-07,1.783671502639573e-11,1.2087771226185672e-09,0.2633837669276857,0.0976760314331965,0.051324775692369234,0.09416968775440493,1.7762552757066045e-12,2.966693912918057e-12,1.2426574050743003e-12,2.8968800881738418e-05,4.011188155879583e-06,9.486294000631945e-09,0.3739219199319224,1.0679733145129499e-11,1.584096576781637e-11,1.5971945137707086e-11,0.00075614508073001,7.094891620079216e-13,3.3599021485733525e-10,0.0002501571922425523,8.015612772766826e-09,8.051162684736348e-09,8.21334233836406e-09,8.00694976308725e-09,0.0013093774177548598,8.00567689053111e-09,8.012173296260257e-09,3.5864354162020244e-06,8.000020519441966e-09,4.576369456750173e-07,8.080629090897396e-09,1.1886939917229896e-08,0.2714353395206286,0.10440495427527464,0.05459930927553104,0.0981400520846167,8.00045462301746e-09,8.00556715584357e-09,8.002793074410272e-09,4.0268163815482055e-05,6.8539157556069205e-06,2.582343642827143e-08,0.3782611845125717,8.033812107864179e-09,8.023465983478968e-09,8.012564809892624e-09,0.0009288574786332133,8.000013238029594e-09,9.238799756469676e-09,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
Odorscene19,1.1496417338511584e-07,5.47674296254344e-12,3.296628352828082e-12,1.0303302054136498e-11,2.0640320790668316e-09,2.8881689137696837e-10,2.6437967421555434e-13,7.328715813318459e-10,3.860249445522431e-14,0.49999999777849385,0.001133314298337414,4.134708914235387e-09,8.954680415594266e-14,8.178075243675053e-16,5.522898376070251e-16,1.4805022053786941e-12,2.36897481002856e-14,7.649453635917078e-12,5.470608111530139e-10,2.159491748959539e-17,4.418816630217102e-11,1.3446835094739398e-11,2.3828241149942767e-14,1.53687186051912e-09,5.017085643388418e-09,0.00013223994958713053,4.901779904893433e-16,1.04015619090591e-08,1.270728590108229e-14,5.31570418685148e-14,1.4083219605924996e-05,1.927100407031039e-08,9.171553557853574e-09,9.013308823188452e-09,1.3084010848416486e-08,3.4396713092970865e-07,9.000813516826055e-09,1.2952152181625402e-08,9.307953798020744e-09,0.5000000022273506,0.006663570751774034,2.446662511426696e-06,9.288724843462251e-09,9.00540532462694e-09,1.1009286498952308e-08,9.028886431003035e-09,9.167074706306611e-09,9.00180020093694e-09,2.793753469653044e-07,9.28324366017811e-09,9.073294556287158e-09,9.409839949201697e-09,9.033090846230954e-09,5.226727435400541e-08,5.75201082213936e-07,0.0011496940197444142,9.000164789097322e-09,1.392037876622221e-07,1.1588013161795893e-08,1.059843993177779e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,2.0,3.0,2.0,0.0
Odorscene20,4.619878999851393e-41,1.2237265770070605e-14,1.4218054414087831e-11,2.6784389097585213e-12,2.5219360961237416e-10,2.376375946814527e-21,3.260586093743418e-06,3.5566035025254517e-19,6.536005428211206e-13,8.489485058555114e-19,5.2910831315754843e-14,6.4269525590086876e-12,1.4180011911938401e-12,5.332717815664492e-07,1.0677151648516194e-11,9.520989579539346e-16,3.2249233784442197e-27,1.6962044664575395e-09,3.430746020740159e-05,9.212089209998284e-15,2.903991039730656e-13,8.70712590604798e-15,6.881608570777999e-17,0.03240236114698283,3.0537677633121955e-11,0.00012305755613939757,1.802059742552304e-22,3.884297519031889e-08,6.282957659362226e-16,1.1474074370035013e-05,1.0000038232052485e-08,1.1012373396550723e-08,1.1688953302039785e-07,1.692369768309583e-08,3.283751154307986e-07,1.0008893592609371e-08,7.327573892251571e-05,1.0000051800390535e-08,5.4382377146247876e-08,1.0003773527246319e-08,1.012191990134139e-08,1.2906396175099669e-08,1.0079108101264187e-08,1.6508147404864636e-06,1.80920202688745e-08,1.0060249756337077e-08,1.0000811000441386e-08,1.168523645098147e-06,9.524402699507246e-05,1.0058402558459169e-08,1.0087168234225316e-08,1.0213955864661156e-08,1.0584436517544808e-08,0.07734310287533544,1.5061016279573264e-07,0.0011251291196654823,1.0038533116217981e-08,7.300127635975291e-06,1.0032619394249884e-08,0.0001738443606551242,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0
Odorscene21,3.225028606889178e-11,5.039365437097896e-16,3.314083459102668e-05,8.083310618268152e-23,1.761276569593488e-09,2.891612930275361e-07,1.0629666078866552e-14,1.5567487661335024e-11,1.157615045983621e-14,0.00039673856518884684,4.360853253771315e-14,1.0304470130665041e-19,1.4780154810410485e-05,2.8200415816258526e-09,0.00011043587352603594,0.0026826715190723907,0.4999999964411853,1.8271021575078747e-16,1.5597952166258052e-12,1.0100700172177608e-13,0.0004078945678294377,6.25152618902892e-05,0.0008799878503623984,7.838305335922902e-15,7.909726567597542e-05,5.676111149645279e-13,1.3573017101679396e-12,0.00024553315386604657,6.152769997432332e-19,5.522549112478555e-07,1.3469792618777093e-08,1.3171774939322298e-08,0.00011947969307825131,1.200131466863254e-08,1.446324907846244e-07,5.675068146728478e-06,1.2026477351825305e-08,1.3255844494935729e-08,1.2041299039531002e-08,0.0009300235754619375,1.2490331871810578e-08,1.2000007694969186e-08,4.383082998290789e-05,5.382836494623594e-08,0.0002642100664292096,0.0050956440325953395,0.5000000035605516,1.211043961275797e-08,1.3034807186581008e-08,1.205391579473469e-08,0.0017964331595063448,0.0004267443375523279,0.0016941240486649468,1.2263138049032206e-08,0.00019397401989154257,1.3141337296125036e-08,1.2415507136987348e-08,0.000582591315544152,1.2001600623191538e-08,6.161418118365317e-06,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0
Odorscene22,4.2548854269259817e-16,1.6629066194742523e-12,2.811639154372192e-06,1.0683778127838309e-08,0.47115972976911047,1.0311610941996998e-07,4.135075248808689e-05,6.804407872620806e-05,2.9535484947279205e-16,0.020375701769603075,6.052480944966132e-06,1.0809516536643207e-05,3.836308532595591e-14,2.2885440885119576e-11,3.94770881523741e-12,0.0019907867184953644,6.067867922523704e-06,1.0320100754745211e-15,1.9140682187603888e-08,0.4810523318337444,0.004072744364071964,1.923477968225076e-06,3.949742366889374e-12,0.4999616471587211,2.8627583152019317e-07,9.402587641334027e-14,3.092659009997283e-05,2.9801632102483683e-10,0.004118865272412228,7.944466174240076e-08,1.534179036594706e-08,1.5870805027975054e-08,9.309638586720237e-05,1.1827452090683334e-07,0.47838888898447657,1.1910625452973874e-06,0.00014724620808002122,0.00016585145551202904,1.4356079954304628e-08,0.03369297578316251,1.912248033602221e-05,3.059392885948317e-05,1.4122745706142253e-08,3.5236272426076835e-08,1.7285615219876114e-08,0.002958289400232004,7.027339693279681e-05,1.6222690074475828e-08,1.7274811529145758e-07,0.48472816732041835,0.006540224551708569,0.00010762666220785056,1.4934645738783897e-08,0.5000479617782642,3.2933267648975484e-05,1.9209974576590067e-08,8.265381754186821e-05,3.1932884671226245e-08,0.006565423618065369,1.150715620481854e-06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,0.0
Odorscene23,0.49999999592705174,0.1389053435039268,9.653369922590842e-06,4.16897360645408e-13,0.00017655648358966917,1.1248922664537607e-11,8.942886094278434e-10,7.821417660850493e-06,0.0027263768154790063,0.003836564907252416,1.8667584831448707e-06,0.1002155805416947,4.479239598693541e-14,4.5412261700560946e-13,6.033309192497769e-11,3.5420145028073027e-12,0.004056926831255025,0.0014890893581389814,1.1635293805430359e-13,0.3026655326308432,2.744909323156958e-10,2.630860902381275e-10,0.012247493078503834,1.0273537291894989e-17,0.2362437163742942,2.302339156275273e-09,0.07201698274677377,1.0011877187013085e-07,0.007039155696073766,3.9925713582207925e-11,0.5000000040729754,0.17762557202049659,0.0003363104620991326,4.1090720991746346e-08,0.0003413346714103609,2.2882668100832143e-08,1.7892508498249301e-06,0.00025030572059916187,0.007597131311572682,0.006828991222857318,6.888908052363435e-05,0.15454320672358565,2.6777930556509726e-08,2.0352363061702564e-08,1.1820776863789765e-07,4.4075834238350754e-08,0.007578091569679644,0.0034826638374303594,2.0950149526707973e-08,0.35976921083359586,6.074924974919664e-07,4.4172097275602255e-08,0.020863539316783364,1.7142516835963525e-08,0.3120373216263346,3.002683475730437e-07,0.1339590198408917,1.3588578249659008e-05,0.01340453858902872,2.1540134127380447e-08,3.0,3.0,1.0,1.0,0.0,5.0,2.0,3.0,5.0,2.0,0.0,3.0,0.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0
Odorscene24,0.0031577010907379117,1.3114762323113903e-13,3.6222772761235635e-09,0.028426367243362526,6.073616136434379e-12,0.0007633851927736032,8.896883374644834e-06,0.4999999948869769,3.374826858164921e-08,0.00444900409200121,0.00999268136327832,3.2680806310905476e-07,2.5887942772725624e-12,1.1411625506241126e-12,5.602646735021007e-07,2.458410228036913e-05,0.00046406271483711686,3.723110608040786e-06,3.2272607987856897e-13,2.654053239315578e-07,5.8126769640959134e-11,2.425098745032868e-10,1.6162036665610387e-06,1.1597140156826238e-11,0.2398407365481597,0.37700591621190727,3.6709582237968865e-10,8.724520459317284e-11,1.2616469520121208e-10,2.7456308012168216e-09,0.01846530422051079,2.8599100612029508e-08,5.278783666204892e-08,0.07886118015577218,5.298375741025418e-08,0.0022861729663476533,2.0683307432707193e-05,0.5000000051130234,2.2405603560185407e-06,0.007287728325302395,0.018334314671512707,1.4339470049224784e-06,2.1353103646530768e-08,2.0675868639885928e-08,4.6909603495338515e-06,0.00015070414763463673,0.004220453921986756,2.524511863499706e-05,2.1236058004972197e-08,2.554736520941737e-05,3.3894431407368076e-08,2.9229017731738927e-07,5.8242892090427654e-06,7.330077555171514e-08,0.3235720458820294,0.40070235068988286,2.992176576036e-08,2.3983889203500942e-08,4.929212865556111e-08,2.333916070665198e-06,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,5.0,6.0,0.0,1.0,5.0,4.0,2.0
Odorscene25,1.3244564843681799e-05,1.8056916291643914e-10,1.3132894912963486e-08,9.956700852641963e-06,0.0019309447439247668,0.44271703249042044,0.09240330533918871,1.1101180076850801e-07,0.025686990706633623,4.646425263893702e-06,2.0792295700031364e-14,0.008249225028551169,0.23131387201006942,3.315750738828746e-06,0.49999999254463773,0.02777167951181725,0.1303547302609215,1.2579151789221792e-10,8.643914685147213e-08,0.08961781030788633,0.010001271139549963,0.0017632062969884987,7.359902915530241e-05,5.5423071968127246e-05,0.0001147708041844128,8.907765621732454e-08,1.3909344682004062e-07,7.695687991855833e-07,1.0767059901988816e-06,0.020297137944506792,7.612967953097922e-05,3.5043922900640896e-08,2.0143321504942666e-07,5.0282823272858933e-05,0.004302746334154609,0.4498154172186852,0.1362223820397738,1.211707101261066e-06,0.03665711029718686,1.4024340305032433e-05,2.5117560684953374e-08,0.016992363708944955,0.2626090737343125,1.0875770855890679e-05,0.5000000076844644,0.038161702867130096,0.17885208077046238,1.605053752465817e-07,9.726958783799424e-07,0.1585315487098401,0.025399883395285937,0.004336820924598482,0.0010468875360289643,0.0001575575359375676,0.0005034556392967217,6.377577110265771e-07,9.105803348609374e-06,5.147667245578994e-05,4.165788615424917e-06,0.040903113416012715,1.0,3.0,0.0,3.0,1.0,5.0,5.0,0.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,1.0,8.0,8.0,2.0,5.0,6.0,1.0,0.0
Odorscene26,0.41038020139007264,4.14801255851548e-08,0.057006616804616494,1.058069854573081e-07,1.6880753946867742e-10,0.00369182458360412,0.23660468006757976,5.052435797322531e-06,0.07912496527536164,2.767627909414313e-08,0.24748743436383952,0.001273234408998322,0.0005215949809526838,8.95095396279148e-06,1.0050814456246254e-05,0.007589329125409086,2.691625029835606e-10,2.2436370095899185e-05,1.2568157922318146e-10,4.149908376577961e-07,0.4806333667588428,0.6036836472035488,0.0015768090307542383,0.4884375110943998,4.699144079579036e-06,0.08415240360973271,8.008532322412816e-05,0.49999996660038376,0.08957237526172293,0.25581122861584826,0.42087033035638605,2.1808653066867534e-06,0.07259677200192373,6.74527505830922e-07,3.296774483305728e-08,0.0051383652873556425,0.2486549028453707,1.6500162656079958e-05,0.09581846603697833,2.3340644164102586e-07,0.2702614222939942,0.002061735680119694,0.001105633670774063,2.3416916895058048e-05,1.878626082878423e-05,0.011650186509320934,3.606056727217376e-08,7.290863269946355e-05,3.453860163382548e-08,1.9698250495644885e-06,0.48807120867509335,0.6117272125122395,0.002755219118369279,0.5045545711602294,1.290744138703888e-05,0.10300177330205537,0.0001857627321450469,0.5000000401039786,0.10816691550854356,0.28197107038545427,1.0,2.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,6.0,6.0,5.0,8.0,2.0,7.0,4.0,2.0,3.0,3.0,8.0,9.0,3.0,0.0,5.0,4.0,1.0
Odorscene27,1.6149986103736788e-08,2.2472453501569592e-07,0.09488591644536734,4.5080851981597906e-15,0.4999999471560997,0.007905455503293532,7.519004022396721e-11,2.7621426335935723e-13,0.0011045320710273256,4.4834593560116056e-11,3.923966772532425e-13,0.49994412052908194,5.3863981799996614e-11,5.86484809822418e-09,0.020906910953092616,2.887227948757328e-11,0.1508025891133741,0.003495223035623452,3.320139957811052e-13,6.014406351913911e-05,0.00027038409107582134,5.499292117078758e-10,1.600073770700696e-08,2.0166666891731735e-05,1.838355373371282e-14,0.0009274365761880681,2.82830566993692e-07,1.6212685020696489e-12,4.341461717185989e-07,0.02760040793039114,1.6932061560054494e-06,0.0011279071516032359,0.11281625559356474,1.883781824538534e-07,0.5000000537716929,0.012372052577893164,0.00462832420929502,3.5194870826528996e-08,0.0022272383197879373,4.4677143251455944e-08,3.687252770636735e-08,0.5000664888604963,6.315426962636064e-07,5.376243419222997e-07,0.026990764885770513,3.637581385355689e-08,0.18157370262083242,0.019905630825653393,3.5394737670376126e-08,0.00016835893359225455,0.011590255125653596,4.8861571486536714e-08,7.638317486021282e-08,4.788828839281819e-05,3.6676218223535655e-08,0.005365125841227577,1.4182509460289596e-06,2.236502356252478e-05,0.00021952577126997663,0.22599269182359819,5.0,2.0,2.0,3.0,4.0,3.0,3.0,7.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,6.0,8.0,3.0,8.0,3.0,7.0,3.0,3.0,4.0,7.0,5.0,1.0,8.0,10.0,0.0
